full_name,credentials,city,state_full,state_code,province,country,website_url,submitted_by,comments,source_region
Melissa Haslam,,Hershey,Pennsylvania,PA,,,https://www.pennstatehealth.org/doctors/melissa-d-haslam-md,,,United States
Sarah Horvath,,Hershey,Pennsylvania,PA,,,https://www.pennstatehealth.org/doctors/sarah-k-horvath-md,,,United States
Stephanie Lambert,,Hershey,Pennsylvania,PA,,,https://www.pennstatehealth.org/doctors/stephanie-j-lambert-md,,,United States
Susan Henning,,Hershey,Pennsylvania,PA,,,https://www.pennstatehealth.org/doctors/susan-e-henning-md,,,United States
Kristin Riley,,Hershey,Pennsylvania,PA,,,,,,United States
Bridget Berich,,Hummelstown,Pennsylvania,PA,,,http://providers.upmc.com/,Patient submitted,,United States
Philip Hirshman,,King Of Prussia,Pennsylvania,PA,,,https://axiawh.com/providers/hirshman-philip/,Patient submitted,,United States
Dorothy May,,Lancaster,Pennsylvania,PA,,,https://www.lancastergeneralhealth.org/providers/profile/dorothy-may,Patient submitted,,United States
Kristy Whitman,,Lancaster,Pennsylvania,PA,,,https://www.pennmedicine.org/providers/profile/kristy-whitman?utm_source=google-my-business&utm_medium=referral&utm_campaign=penn-medicine&utm_term=kristy-whitman&y_source=1_MjM4NTcyOTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,United States
Amanda K. Hess,,Lancaster,Pennsylvania,PA,,,https://www.lancastergeneralhealth.org/providers/profile/amanda-hess,,,United States
Ani Stull,,Lancaster & Lebanon,Pennsylvania,PA,,,,Patient submitted ,,United States
Traci L. Cook,,Langhorne,Pennsylvania,PA,,,https://providers.capitalhealth.org/obstetrics/gynecology/traci-l.-cook-do-facoog,Patient submitted,,United States
Allison Mcowen,,Lewisburg,Pennsylvania,PA,,,https://www.evanhospital.com/find-a-provider/find-a-provider~details.aspx?phid=933,,,United States
Marie C. Smith,,Lewistown,Pennsylvania,PA,,,https://providers.geisinger.org/provider/marie-catherine-smith/756576,Patient submitted,,United States
Victoria A. Bizk,,Lewistown,Pennsylvania,PA,,,https://providers.geisinger.org/provider/Victoria+Ashleigh+Bzik/1672862,,,United States
Sarah Barco,,Meadville,Pennsylvania,PA,,,https://www.mmchs.org/directory/physicians/sarah-barco/,Patient submitted ,"LGBTQ+ friendly, accepts Highmark PPO Blue",United States
Anea Benton,,Mechanicsburg,Pennsylvania,PA,,,https://providers.upmc.com/provider/Andrea+Sue+Benton/2011705,,,United States
Gerald Harkins,,Mechanicsburg,Pennsylvania,PA,,,https://providers.upmc.com/provider/gerald+j+harkins/1861272,,,United States
Gerald Harkins,,Mechanicsburg,Pennsylvania,PA,,,https://providers.upmc.com/provider/Gerald+J+Harkins/1861272,,,United States
Timothy Deimling,,Mechanicsburg,Pennsylvania,PA,,,https://providers.upmc.com/provider/Timothy+A+Deimling/2011098,,,United States
Lauren R. Smith-leed,,New Freedom,Pennsylvania,PA,,,https://www.wellspan.org/provider-search/profile/Lauren-SmithLeed-MD-Obstetrics-Gynecology-New-Freedom-PA/3095,,,United States
Jessica Geida,,Paoli,Pennsylvania,PA,,,https://axiawh.com/providers/geida-jessica/,,,United States
Nancey Hahn,,Paoli,Pennsylvania,PA,,,https://axiawh.com/providers/hahn-nancey/,,,United States
Justin Gamez,,Philadelphia,Pennsylvania,PA,,,https://www.templehealth.org/doctors/justin-m-gamez,,,United States
Bruce Carnivale,,Philadelphia,Pennsylvania,PA,,,https://www.templehealth.org/doctors/bruce-carnivale?utm_source=yext&utm_medium=organic,Patient submitted,LGBTQ+ friendly ,United States
Kirstin E. Leitner,,Philadelphia,Pennsylvania,PA,,,https://www.pennmedicine.org/providers/profile/kirstin-leitner,Patient submitted,,United States
Annabelle Abdo,,Philadelphia,Pennsylvania,PA,,,https://www.pennmedicine.org/providers/profile/annabelle-abdo?utm_medium=referral&utm_campaign=penn-medicine&utm_term=annabelle-abdo&y_source=1_MTA3ODE3NDE4Ni00ODMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,"LGBTQ+ friendly, accepts Medicaid",United States
Jacqueline Kohl,,Philadelphia,Pennsylvania,PA,,,https://www.phillywomens.com/provider/jacqueline-kohl-md,Patient submitted,,United States
Kate Stampler,,Philadelphia,Pennsylvania,PA,,,,,,United States
Lauren A. Jenkins,MD,Philadelphia,Pennsylvania,PA,,,,,,United States
Molly Gordon,,Philadelphia,Pennsylvania,PA,,,,,,United States
Rima Mehta,,Philadelphia,Pennsylvania,PA,,,https://www.pennmedicine.org/providers/profile/rima-mehta,,,United States
Victoria Mui,,Philadelphia,Pennsylvania,PA,,,,,,United States
Alexana Buffie,,Pittsburgh,Pennsylvania,PA,,,,,,United States
Colleen Krajewski,,Pittsburgh,Pennsylvania,PA,,,https://providers.upmc.com/provider/Colleen+Michele+Krajewski/1322150,Patient submitted,,United States
Erin Rhinehart,,Pittsburgh,Pennsylvania,PA,,,https://providers.upmc.com/provider/Erin+Lyn+Rhinehart/1321709,,,United States
Grace P. Ferguson,,Pittsburgh,Pennsylvania,PA,,,https://findcare.ahn.org/Grace-P-Ferguson,,,United States
Gretchen Reinhart,,Pittsburgh,Pennsylvania,PA,,,https://providers.upmc.com/provider/Gretchen+Anne+Reinhart/1326594,Patient submitted,,United States
Honore Satcho,,Pittsburgh,Pennsylvania,PA,,,https://providers.upmc.com/provider/Honore+Satcho/1325740,,,United States
Jennifer Stofferahn,,Pittsburgh,Pennsylvania,PA,,,https://providers.upmc.com/provider/Jennifer+Rowland+Stofferahn/1323190,,,United States
Jessica Hoyson,,Pittsburgh,Pennsylvania,PA,,,,Patient submitted ,,United States
Jourdan Schmitz,,Pittsburgh,Pennsylvania,PA,,,https://physicians.stclair.org/scmg-obgyn/providers/directory/profile/jourdan-e-schmitz-md/,,,United States
Kelly Dimattio,,Pittsburgh,Pennsylvania,PA,,,https://www.obgyn.pitt.edu/people/kelly-m-dimattio-md-phd,,,United States
Margaret Chory,,Pittsburgh,Pennsylvania,PA,,,https://providers.upmc.com/provider/Margaret+Kennedy+Chory/1320400,,,United States
Nancy Mcbride,MD,Pittsburgh,Pennsylvania,PA,,,,,,United States
Pritha Workman,,Pittsburgh,Pennsylvania,PA,,,,,,United States
Rebecca Walther-toews,,Pittsburgh,Pennsylvania,PA,,,https://providers.upmc.com/provider/Rebecca+I+Waltner-Toews/1324752,,,United States
Ruchika Vij,,Pittsburgh,Pennsylvania,PA,,,https://findcare.ahn.org/Ruchika-Vij,,,United States
Sarah Allen,,Pittsburgh,Pennsylvania,PA,,,,Patient submitted ,,United States
Yasaswi Kislovskiy,,Pittsburgh,Pennsylvania,PA,,,https://findcare.ahn.org/Yasaswi-Kislovskiy,,,United States
Kathryn M. Simons,,Pittsburgh,Pennsylvania,PA,,,https://doctors.ahn.org/Kathryn-M-Simons,,,United States
Tera S. Conway,,Pittsburgh,Pennsylvania,PA,,,https://providers.stclair.org/provider/tera-sue-conway/2697109,,,United States
Alexana M. Plisko,,Pittsburgh,Pennsylvania,PA,,,https://findcare.ahn.org/Alexandra-M-Plisko,,,United States
Shereen Singer,,Pittsburgh,Pennsylvania,PA,,,https://findcare.ahn.org/Shereen-Singer,Patient submitted,,United States
Noah B. Rindos,,Pittsburgh,Pennsylvania,PA,,,https://findcare.ahn.org/Noah-B-Rindos,Patient submitted,Speaks Spanish,United States
Alexana Plisko,,Pittsburgh,Pennsylvania,PA,,,,,,United States
Kristen Peske,,Pittsburgh,Pennsylvania,PA,,,,,,United States
Pnina Dean,,Pittsburgh,Pennsylvania,PA,,,https://findcare.ahn.org/Pnina-Dean,,,United States
Nicole M. Donnellan,,Pittsburgh,Pennsylvania,PA,,,https://providers.upmc.com/provider/Nicole+Michelle+Donnellan/1322469?utm_source=bing&utm_campaign=business-profile&utm_content=obgyn_nicole_donnellan_halk,Patient submitted ,,United States
Sheila Ramgopal,,Pittsburgh,Pennsylvania,PA,,,https://alleghenyreproductive.com/,Patient submitted ,trans competent & trauma informed,United States
Zenaida Rosado,,Pittsburgh,Pennsylvania,PA,,,https://www.obgyn.pitt.edu/people/zenaida-rosado-md,,,United States
Alessana C. Lamari,,Pittsburgh,Pennsylvania,PA,,,https://www.obgyn.pitt.edu/people/alessandra-c-lamari-do,,,United States
Courtney R. Fleissner,,Pittsburgh,Pennsylvania,PA,,,https://www.obgyn.pitt.edu/people/courtney-r-fleissner-md,Patient submitted,,United States
Rebecca Street,,Pittsburgh,Pennsylvania,PA,,,https://findcare.ahn.org/Rebecca-Street,,,United States
Lisa Naujoks,,"Plymouth Meeting, King Of Prussia",Pennsylvania,PA,,,https://axiawh.com/providers/naujoks-lisa/,,,United States
Bryan Doverspike,,Punxsutawney,Pennsylvania,PA,,,https://www.pah.org/find-a-doctor/find-a-doctor~details.aspx?phid=108,Patient submitted,,United States
Kelli Braightmeyer,,Reading,Pennsylvania,PA,,,https://towerhealth.org/providers/kelli-r-braightmeyer-md,,,United States
Kirthik Nathan Parthasarathy,,Reading,Pennsylvania,PA,,,https://towerhealth.org/providers/kirthik-n-parthasarathy-md,,"“Dr. Nate”, accepts Medicaid, LGBTQ+ friendly, all partners in office also perform sterilizations",United States
Sarah E. Payne,,Reading,Pennsylvania,PA,,,https://towerhealth.org/providers/sarah-e-payne-do,,,United States
Stephanie A. Michalik,,Reading & Wyomissing,Pennsylvania,PA,,,https://towerhealth.org/providers/stephanie-michalik-do,,"LGBTQ+ friendly, accepts Medicaid",United States
Emily Cheston,,Rosemont,Pennsylvania,PA,,,https://axiawh.com/providers/cheston-emily/,,,United States
Joseph Harmon,,Sayre,Pennsylvania,PA,,,https://www.guthrie.org/provider/joseph-harmon-md,,,United States
Eric G. Fackler,,Seneca,Pennsylvania,PA,,,https://providers.upmc.com/provider/eric+g.+fackler/1320476,,,United States
William T. Mcgrail,,Seneca,Pennsylvania,PA,,,https://providers.upmc.com/provider/William+Thomas+McGrail/1321974?utm_source=bing&utm_campaign=business-profile&utm_content=obgyn_william_mcgrail_liberty,,,United States
Linda Barnhart,,Seneca,Pennsylvania,PA,,,https://providers.upmc.com/provider/linda-barnhart/1323606,,,United States
Emily R. Carbaugh,,Seneca,Pennsylvania,PA,,,https://providers.upmc.com/provider/Emily+Ruth+Carbaugh/2603661?utm_source=bing&utm_campaign=business-profile&utm_content=obgyn_emily_carbaugh_southfifth,,,United States
Kristin M. Romutis,,Seneca,Pennsylvania,PA,,,https://providers.upmc.com/provider/Kristin+Margaret+Romutis/2597420?utm_source=bing&utm_campaign=business-profile&utm_content=obgyn_kristin_romutis_liberty,,,United States
Karen E. Taverna-miller,,Stroudsburg,Pennsylvania,PA,,,https://findadoctor.slhn.org/details/1139,Patient submitted ,,United States
Eric S. Fehnel,,West Reading,Pennsylvania,PA,,,https://towerhealth.org/providers/eric-s-fehnel-md,Patient submitted ,,United States
Anna K. Bossert,,West Reading,Pennsylvania,PA,,,https://towerhealth.org/providers/anna-k-bossert-do,Patient submitted,,United States
Natasha Alligood-percoco,,Williamsport,Pennsylvania,PA,,,https://providers.upmc.com/provider/Natasha+R+Alligood-Percoco/1320250,,,United States
Natasha Alligood-percoco,,Williamsport,Pennsylvania,PA,,,https://providers.upmc.com/provider/Natasha+R.+Alligood-Percoco/1320250,,,United States
Anew Fieo,,Wyomissing,Pennsylvania,PA,,,https://towerhealth.org/providers/andrew-g-fieo-md,Patient submitted,,United States
Kristine Leaman,,Wyomissing,Pennsylvania,PA,,,https://towerhealth.org/providers/kristine-m-leaman-md,Patient submitted,,United States
Katie Blatt,,Wyomissing,Pennsylvania,PA,,,https://towerhealth.org/providers/katherine-d-blatt-md,,,United States
Katherine Prowell,,York,Pennsylvania,PA,,,https://www.wellspan.org/provider-search/profile/Katherine-Prowell-DO-Obstetrics-Gynecology-York-PA/30592,,,United States
Sara Niester,,York,Pennsylvania,PA,,,https://www.wellspan.org/provider-search/profile/Sara-Niester-MD-Obstetrics-Gynecology-York-PA/9612,,,United States
Katherine N. Prowell,,York,Pennsylvania,PA,,,https://www.wellspan.org/doctors/katherine-n-prowell-york-pa-2620009,Patient submitted,,United States
Mariola Llinas,,San Juan,Puerto Rico,,,,https://pravanhealth.com/team/mariola-llinas/,Patient submitted,,United States
Kate Zaluski,,East Providence,Rhode Island,RI,,,https://www.lifespan.org/providers/kate-zaluski-md,Patient submitted,LGBTQ+ friendly,United States
Beata Dizoglio,,Providence,Rhode Island,RI,,,https://www.broadwayobgynri.com/beata-dizoglio-m-d-facog/,Patient submitted,,United States
Beth Cronin,,Providence,Rhode Island,RI,,,https://www.womenandinfants.org/services/lgbtqia-clinic?hsCtaTracking=b2c7728a-1bf5-4ad4-b8d3-e426fa7d9d90%7Cf8f070a3-2ee8-40f5-afd8-f84283977b59,,LGBTQ+ friendly ,United States
Karen Browning,,Providence,Rhode Island,RI,,,https://www.center-obgyn.com/karen-browning-m-d/,Patient submitted,,United States
Alicia Kreczko,,Providence,Rhode Island,RI,,,https://www.center-obgyn.com/alicja-kreczko-m-d/,Patient submitted,,United States
Safiyah Hosein,,Providence,Rhode Island,RI,,,https://www.brownhealth.org/providers/safiyah-hosein-md,,,United States
Patricia Coughenour,,Providence,Rhode Island,RI,,,https://www.piobgyn.com/,,LGBTQ+ friendly ,United States
Megin Dalton,,Wakefield,Rhode Island,RI,,,,Patient submitted ,,United States
John R. Morton,,Woonsocket,Rhode Island,RI,,,https://health.usnews.com/doctors/john-morton-1870900,Patient submitted ,,United States
Curtis Elam,,Aiken,South Carolina,SC,,,https://www.ruralhs.org/team-members/curtis-elam-md/,Patient submitted ,,United States
Gweneth Lazenby,,Charleston,South Carolina,SC,,,https://providers.muschealth.org/sc/charleston/gweneth-bratton-lazenby-md-mscr,Patient submitted,,United States
Paige Cisa,,Charleston,South Carolina,SC,,,,,,United States
Christine Kulish-shaw,,Charleston,South Carolina,SC,,,"https://findadoctor.rsfhealthalliance.com/details/12964/christine-kulishshaw-obstetrics__gynecology-charleston?Practices=948,537,500,567,562,689,690,642,726,891,893,1029,1224",Patient submitted,,United States
Alexana M. Rowin,,Charleston,South Carolina,SC,,,https://health.usnews.com/doctors/alexandra-rowin-735757,Patient submitted,,United States
Genevieve A. Wolpert,,Charleston,South Carolina,SC,,,https://providers.muschealth.org/sc/north-charleston/genevieve-alison-wolpert-md-ms,,,United States
Dianna Ravenell,,Columbia,South Carolina,SC,,,https://doctors.prismahealth.org/provider/Dianna+Deniece+Ravenell/1450751,,,United States
Kristl Vidya Dorschner Tomlin,,Columbia,South Carolina,SC,,,https://doctors.prismahealth.org/provider/Kristl+Vidya+Dorschner+Tomlin/993121,Patient submitted,,United States
Brooke Naffziger,,Columbia,South Carolina,SC,,,https://www.carolinawomensphysicians.com/our-team/doctor/details/4350/brooke-naffziger-do-facog,,,United States
Allison Giddings-jackson,,Greenville,South Carolina,SC,,,,Patient submitted ,,United States
Amanda Holsopple,,Greenville,South Carolina,SC,,,https://www.elleobgyn.com/provider/amanda-holsopple-md,,,United States
Denise Broderick,,Greenville,South Carolina,SC,,,,Patient submitted ,,United States
Erica Robinson,,Greenville,South Carolina,SC,,,https://doctors.prismahealth.org/provider/Erica+F+Robinson/2111821,,,United States
Kathryn Isham,,Greenville,South Carolina,SC,,,https://doctors.prismahealth.org/provider/Katheryn+Dixon+Isham+(Katie+)/996212,Patient submitted,,United States
Laura Wang,,Greenville,South Carolina,SC,,,https://doctors.prismahealth.org/provider/Laura+Ting-Hao+Wang/993118?utm_source=gmb&utm_medium=yext,Patient submitted,,United States
Lisa King,MD,Greenville,South Carolina,SC,,,https://www.highlandscenterforwomen.com/about-us/,,,United States
Megan Nguyen,,Greenwood,South Carolina,SC,,,https://www.selfregional.org/providers/megan-nguyen/,,,United States
Michelle B. Gee,,Irmo,South Carolina,SC,,,https://elitegynsc.com/,,,United States
Merritt King,,Little River,South Carolina,SC,,,,Patient submitted ,,United States
Carrie Funkhauser,,Mt. Pleasant,South Carolina,SC,,,https://www.novanthealth.org/pf/providers/1285651208/carrie-funkhauser/,Patient submitted,,United States
Laura Young,,Myrtle Beach,South Carolina,SC,,,https://mygrandstrandhealth.com/physicians/profile/Dr-Laura-Young-MD,,,United States
Anea Richmond-mart,,Myrtle Beach,South Carolina,SC,,,https://www.tidelandshealth.org/find-a-physician/profile/andrea-richmond-mart/,Patient submitted,,United States
James Hubbard,,Rock Hill,South Carolina,SC,,,,Patient submitted ,,United States
Tyler Pierce,,Rock Hill,South Carolina,SC,,,https://www.zocdoc.com/doctor/tyler-pierce-md-252105?dd_referrer=,Patient submitted,,United States
Katie Friday,,Spartanburg,South Carolina,SC,,,https://www.spartanburgregional.com/find-a-doctor/katie-friday,Patient submitted,,United States
Beth Cook,,Summerville,South Carolina,SC,,,https://www.whpobgyn.com/about-our-obgyns,Patient submitted,,United States
Brittany Stofko,,Summerville,South Carolina,SC,,,,Patient submitted,,United States
Jill Mcleod,,Sumter,South Carolina,SC,,,,,,United States
Arvie Cecil Collins,,"Sumter, Manning",South Carolina,SC,,,https://doctors.prismahealth.org/provider/Arvie+Cecil+Collins%2C+III/993450?filter=address.facility_name_search%3APrisma%20Health%20OB%2FGYN%20%E2%80%93%20Sumter&_ga=2.231022620.2008671788.1657162754-1278842247.1657162754&from=search-list,Patient submitted,,United States
Lawren Honken,,Columbia,South Carolina,SC,,,,,,United States
Natalie D. Bingham,,Columbia,South Carolina,SC,,,https://doctors.prismahealth.org/provider/Natalie+Dawn+Bingham/996680?utm_source=bing&utm_medium=yext,,,United States
Abigail S. Smith,,Columbia,South Carolina,SC,,,http://vistawomens.lexmednetwork.org/,Patient submitted ,,United States
Laura Lebel,,Greenville,South Carolina,SC,,,https://www.elleobgyn.com/provider/laura-lebel-md,Patient submitted ,,United States
Bridget Williamson,,Mount Pleasant,South Carolina,SC,,,https://eastcooperobgyn.com/providers/bridget-williamson-md/,,,United States
Breanne Mueller,,Aberdeen,South Dakota,SD,,,https://www.sanfordhealth.org/doctors/breanne-mueller,,,United States
Heather Moline,,Rapid City,South Dakota,SD,,,,Patient submitted ,,United States
Katherine Degen,,Rapid City,South Dakota,SD,,,https://rapidcitymedicalcenter.com/rcmc_providers/katherine-degen/,Patient submitted,,United States
Amy Kelley,,Sioux Falls,South Dakota,SD,,,https://www.sanfordhealth.org/doctors/amy-kelley,Patient submitted,,United States
Dominique Boadwine,,Sioux Falls,South Dakota,SD,,,,Patient submitted ,,United States
Erica Schipper,,Sioux Falls,South Dakota,SD,,,,Patient submitted ,,United States
Marnie Terveen,,Sioux Falls,South Dakota,SD,,,,,,United States
Anthony Sierra,,Sioux Falls,South Dakota,SD,,,https://www.sanfordhealth.org/doctors/anthony-sierra?yxt_info=provider-93131EF7-23CE-49C9-9559-59057672EA5E&y_source=1_MTk2NTMyODMtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,Patient submitted ,,United States
Heather Spies,,Sioux Falls,South Dakota,SD,,,https://www.sanfordhealth.org/doctors/heather-spies?yxt_info=provider-ABE8372C-6C1A-453A-B65A-78A257EA33A1&y_source=1_MTk2NTM0MDgtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,Patient submitted,,United States
Nicole Buchele,,Sioux Falls,South Dakota,SD,,,https://www.sanfordhealth.org/doctors/nicole-buchele,,,United States
Catherine M. Schiltz,,Sioux Falls,South Dakota,SD,,,https://www.avera.org/doctors/profile/catherine-schiltz/,Patient submitted,,United States
Michelle Krohn,,Spearfish,South Dakota,SD,,,https://directory.monument.health/provider/sd/spearfish/michelle-krohn-do,,,United States
Shevonda Sherrow,,Chattanooga,Tenessee,,,,https://www.innovativewomen.net/meet-the-providers,Patient submitted,,United States
Peter Clark,,Morristown,Tenessee,,,,https://www.etnobgyn.com/peter-clark-md,Patient submitted ,,United States
Ashley Blevins,MD,Bristol,Tennessee,TN,,,,,,United States
Haley Akin,,Bristol,Tennessee,TN,,,,Patient submitted ,,United States
Chris Radpour,,Chattanooga,Tennessee,TN,,,https://galenmedical.com/radpour-2/,Patient submitted,,United States
Linda Yu,,Chattanooga,Tennessee,TN,,,,Patient submitted,,United States
Kent Childs,,Chattanooga,Tennessee,TN,,,https://womenshp.com/,Patient submitted,,United States
Jeffrey Anderson,,Clarksville,Tennessee,TN,,,,Patient submitted ,,United States
Jeffrey Hamre,,Clarksville,Tennessee,TN,,,https://premiermed.com/care-team/jeffrey-hamre/,Patient submitted,,United States
William Macintosh,,Clarksville,Tennessee,TN,,,,Patient submitted ,,United States
Tracy A. Coffey,,Clarksville,Tennessee,TN,,,https://www.queencitywomenshealth.com/doctors/tracy-a-coffey-m-d/,Patient submitted,,United States
Michael Casal,,Cookeville,Tennessee,TN,,,https://www.crmchealth.org/doctors/michael-casal-md-facog/,Patient submitted,,United States
John D. Green,,Elizabethton,Tennessee,TN,,,https://www.etsuhealth.org/find-a-doctor/obgyn/green.php,Patient submitted,,United States
Heather Rupe,,Franklin,Tennessee,TN,,,,,,United States
Laura Aneson,,Franklin,Tennessee,TN,,,http://www.obgynfranklin.com/laura-andreson-do,,,United States
Lauren Pinkard,,Franklin,Tennessee,TN,,,https://www.heritagemedical.com/providers/lauren-pinkard/,,,United States
Mallory Fox,,Franklin,Tennessee,TN,,,https://www.vanderbilthealth.com/doctors/fox-mallory,,LGBTQ+ friendly,United States
Brogan Fulks,,Knoxville,Tennessee,TN,,,https://www.utmedicalcenter.org/doctors/brogan-w-fulks-md/,,,United States
Erin Black,,Knoxville,Tennessee,TN,,,https://www.utmedicalcenter.org/doctors/erin-g-black/,Patient submitted,,United States
Natalie Blaché,,Knoxville,Tennessee,TN,,,http://gsm.utmck.edu/obgyn/faculty/blache.cfm,,,United States
Robert Tatum,,Knoxville,Tennessee,TN,,,https://www.tennovagreaterknoxvilledocs.com/doctors-providers/tatum-robert-k-md-4497,Patient submitted,,United States
Walter Schoutko,,Knoxville,Tennessee,TN,,,https://www.utmedicalcenter.org/find-a-doctor/walter-schoutko,Patient submitted ,,United States
L. Ellen Moffat,,Knoxville,Tennessee,TN,,,https://fsobgyn.com/team-member/dr-l-ellen-moffat/,Patient submitted ,,United States
Michael Fields,,Knoxville,Tennessee,TN,,,http://fieldsgynroboticsurgery.com/,Patient submitted,,United States
Wilfredo Herrera,,Knoxville,Tennessee,TN,,,https://www.covenanthealth.com/provider/14693-wilfredo-herrera/,,,United States
Shelly Lewis,,Knoxville,Tennessee,TN,,,https://www.covenanthealth.com/provider/15804-shelly-lewis/,,LGBTQ+ friendly ,United States
Margaret Beauot,,Knoxville,Tennessee,TN,,,https://www.fsobgyn.com/doctor/margaret-beaudrot/,,LGBTQ+ friendly ,United States
Mary E. Christiansen,,Knoxville,Tennessee,TN,,,https://www.fsobgyn.com/doctor/mary-emily-christiansen/,,,United States
Erin J Saunders,,Knoxville,Tennessee,TN,,,,Patient submitted ,,United States
Brooke Foulk,,"Knoxville, Seymour",Tennessee,TN,,,,Patient submitted ,,United States
Annalysa Johnson,,Maryville,Tennessee,TN,,,https://blountmemorial.org/doctor--Annalysa_Johnson,,,United States
Gregory Burana,,Memphis,Tennessee,TN,,,https://www.adamspatterson.com/our-physicians/gregory-j-burana/,Patient submitted,,United States
Judith Williams,,Memphis,Tennessee,TN,,,https://www.adamspatterson.com/our-physicians/judith-j-williams/,Patient submitted,May require 25+,United States
Kristin Owens,,Memphis,Tennessee,TN,,,https://mogamd.com/,,,United States
Marina Santa Cruz Terrazas,,Memphis,Tennessee,TN,,,https://www.regionalonehealth.org/provider/marina-santa-cruz-terrazas-md/,,,United States
Rye Estepp,,Memphis,Tennessee,TN,,,https://sfmp.com/rye-estepp-md/,Patient submitted ,,United States
Sherri Li,,Memphis,Tennessee,TN,,,https://whsobgyn.com/meet-dr-sherri-li/,,,United States
Emma Frank,,Memphis,Tennessee,TN,,,https://mogamd.com/provider/emma-frank-md/,Patient submitted,,United States
Brittney Brothers,,Murfreesboro,Tennessee,TN,,,https://www.whstn.com/provider/brittney-brothers-md,,,United States
Elizabeth Jackson,,Murfreesboro,Tennessee,TN,,,https://ouradvancedwomenscare.com/about-us/,,,United States
Kristin Salter,,Murfreesboro,Tennessee,TN,,,https://healthcare.ascension.org/doctors/1902049737/kristin-l-salter-murfreesboro-tn,,,United States
Jennifer Bell,,Murfreesboro,Tennessee,TN,,,https://www.whstn.com/provider/jennifer-bell-md,,,United States
Jon Anderson,,Murfreesboro,Tennessee,TN,,,https://www.mmclinic.com/jon-anderson,,"LGBTQ+ friendly, accepts Medicaid ",United States
Cynthia Wear,,Murfreesboro,Tennessee,TN,,,https://www.whstn.com/provider/cynthia-daniele-wear-md,,,United States
Amanda Manceau-kha,,Nashville,Tennessee,TN,,,http://www.womenshealthnashville.com/our-physicians/,,,United States
Carol Mccullough,,Nashville,Tennessee,TN,,,,Patient submitted ,,United States
Donna Crowe,,Nashville,Tennessee,TN,,,https://www.womenob.net/meet-us/donna-crowe-md/,Patient submitted,,United States
Kimberly Hunt,,Nashville,Tennessee,TN,,,https://tristarmedgroup.com/physicians/profile/Dr-Kimberly-A-Hunt-MD,,,United States
Laura Binkley,,Nashville,Tennessee,TN,,,https://healthcare.ascension.org/doctors/1942419239/laura-s-binkley-nashville-tn,,,United States
Melanie Dunn,,Nashville,Tennessee,TN,,,,Patient submitted ,,United States
Melissa Reynolds,,Nashville,Tennessee,TN,,,,Patient submitted,,United States
Nancy Lipsitz,,Nashville,Tennessee,TN,,,https://www.heritagemedical.com/providers/nancy-lipsitz/,,,United States
Roseann Maikis,,Nashville,Tennessee,TN,,,http://www.drmaikis.com/,Patient submitted,,United States
Arielle Grand,,Nashville,Tennessee,TN,,,https://www.heritagemedical.com/providers/arielle-grand/,,,United States
Holly Bathen,,Nashville,Tennessee,TN,,,https://www.tristarmedgroup.com/physicians/profile/Dr-Holly-Bathen-DO,,,United States
Elizabeth Bleecker,MD,Nashville,Tennessee,TN,,,https://www.heritagemedical.com/providers/elizabeth-bleecker/,,,United States
Erin Rebele,,Nashville,Tennessee,TN,,,,,,United States
Leonard Brabson,,Powell,Tennessee,TN,,,https://www.tennovagreaterknoxvilledocs.com/doctors-providers/brabson-leonard-a-md-4438?utm_campaign=gmb&utm_medium=organic&utm_source=local,Patient submitted,,United States
Gina Hamrang,,Smyrna,Tennessee,TN,,,https://tristarhealth.com/physicians/profile/Dr-Gina-E-Hamrang-MD,Patient submitted,,United States
Lindsey Zamora,,Smyrna,Tennessee,TN,,,https://search.vanderbilthealth.com/doctors/zamora-lindsey,Patient submitted,,United States
Cortney H. Cabell,,Springfield,Tennessee,TN,,,https://heydianahealth.com/team-members/cortney-cabell/,Patient submitted,,United States
Ginny Barton,,Tullahoma,Tennessee,TN,,,https://search.vanderbilthealth.com/doctors/barton-ginny,Patient submitted,,United States
Kaitlyn Martin,,Winchester,Tennessee,TN,,,https://www.southerntnsewanee.com/find-a-doctor/provider/1861920654,,,United States
Michelle K. Roach,,Nashville,Tennessee,TN,,,https://www.vanderbilthealth.com/doctors/roach-michelle,Patient submitted ,,United States
Susan Frommeyer,,Pulaski,Tennessee,TN,,,https://www.southerntnpulaski.com/find-a-doctor/provider/1568525970,,,United States
Kristen Mitchell,,Abilene,Texas,TX,,,https://www.hendrickhealth.org/find-a-provider/kristen-b-mitchell-md/,Patient submitted,,United States
Kathryn Bonds,,Amarillo,Texas,TX,,,https://www.whaonline.net/staff/kathryn-bonds-md/,Patient submitted,,United States
Jill A. Gulizia,,Amarillo,Texas,TX,,,https://www.whaonline.net/staff/jill-gulizia-md/,Patient submitted ,,United States
Brad Boccaccio,,Arlington,Texas,TX,,,,Patient submitted,,United States
Russell Dickey,,Arlington,Texas,TX,,,https://usmdarlington.com/russell-a-dickey-md,Patient submitted,,United States
Amber Gadson,,Arlington,Texas,TX,,,http://matlockobgyn.com/,,,United States
