full_name,credentials,city,state_full,state_code,province,country,website_url,submitted_by,comments,source_region
Ophelia Langhorne,,Baltimore,Maryland,MD,,,https://profiles.hopkinsmedicine.org/provider/Ophelia+Langhorne/2708636,Patient submitted,,United States
Ashwini D. Javlekar,,Baltimore,Maryland,MD,,,https://profiles.hopkinsmedicine.org/provider/Ashwini+Dhananjay+Javlekar/2704817,,,United States
Ann Peters,,Baltimore,Maryland,MD,,,https://mdmercy.com/find-a-doctor/ann-peters-md,Patient submitted,,United States
Yuri Prikoupenko,,Bethesda,Maryland,MD,,,https://www.hopkinsmedicine.org/profiles/details/yuri-prikoupenko,Patient submitted,,United States
Shruti Iyer,,Bethesda,Maryland,MD,,,https://www.cwcare.net/providers/shruti-lyer-do/,,,United States
Iralia Georgiou,,"Bethesda, Rockville",Maryland,MD,,,https://cwc-obgyn.com/providers/iralia-georgiou-m-d/,,,United States
Larissa Guran,,Chevy Chase,Maryland,MD,,,,,,United States
Ann Jacob,,Chevy Chase,Maryland,MD,,,https://www.advantiahealth.com/team/ann-jacob-do/,,LGBTQ+ friendly,United States
Margot Watson,,Columbia,Maryland,MD,,,,Patient submitted ,,United States
Karen C. Wang,,Columbia,Maryland,MD,,,https://profiles.hopkinsmedicine.org/provider/Karen+Wang/2706751,Patient submitted ,,United States
Beth H. Jelinek,,Cumberland,Maryland,MD,,,http://providers.upmc.com/,Patient submitted,,United States
Radha Padhy,,Frederick,Maryland,MD,,,https://www.cwcare.net/providers/radha-padhy/,Patient submitted,,United States
Gerrit Schipper,,Frederick,Maryland,MD,,,https://www.cwcare.net/providers/gerrit-schipper/,Patient submitted,,United States
Allison Groff,,Frederick,Maryland,MD,,,https://www.capitalwomenscarefrederickobgyn.com/provider/allison-groff-md-facog,,,United States
Brianna Schumaker-nguyen,,Gaithersburg & Rockville,Maryland,MD,,,https://www.smhobgyn.com/providers/brianna-schumaker-nguyen-do/,,,United States
Adegboyega Adejana,,Glen Burnie,Maryland,MD,,,,Patient submitted ,,United States
Kristina Torrence,,Hagerstown,Maryland,MD,,,https://cwchagerstown.com/about/doctors/,Patient submitted,,United States
Anusha Bhatia,,Hagerstown,Maryland,MD,,,,Patient submitted ,,United States
Anew B. Block,,"Laurel, Rockville & Silver Spring",Maryland,MD,,,https://www.cwcare.net/providers/andrew-b-block/,Patient submitted,,United States
Marisa Checca,,Leonardtown,Maryland,MD,,,https://www.medstarhealth.org/doctors/marisa-checca-md,,,United States
Steven Adashek,,Lutherville Timonium,Maryland,MD,,,https://www.adashekmedicine.com/doctors/dr-steven-adashek/,Patient submitted,,United States
Steven Adashek,,Lutherville Timonium,Maryland,MD,,,https://www.adashekmedicine.com/doctors/dr-steven-adashek/,Patient submitted,,United States
Melinda Afzal,,Odenton,Maryland,MD,,,https://www.hopkinsmedicine.org/profiles/details/melinda-afzal,Patient submitted ,,United States
Aimee Jacobs,,Owings Mills,Maryland,MD,,,,,,United States
James E. Thompson,,Perry Hall,Maryland,MD,,,http://www.medstarhealth.org/doctors/james-e-thompson-md,Patient submitted ,,United States
Hannah Deselms,,Rockville,Maryland,MD,,,https://dmvobgyn.com/provider/hannah-deselms-md,,LGBTQ+ friendly ,United States
Supriya Mishra,,Rockville And Germantown,Maryland,MD,,,https://gwdocs.com/profile/supriya-mishra,,,United States
Arielle F. Garber,,Towson,Maryland,MD,,,https://www.gbmc.org/provider/arielle-fein-garber-md-obstetrics-gynecology,,,United States
Lindsay H. Morrell,,Towson,Maryland,MD,,,https://www.gbmc.org/provider/lindsay-h-morrell-md-obstetrics-gynecology,Patient submitted,,United States
Joan L. Blomquist,,Towson,Maryland,MD,,,https://www.gbmc.org/provider/joan-l-blomquist-md-female-pelvic-med-reconstructive-surg,Patient submitted,accepts Medicaid ,United States
Emilynne Buchanan,,Westminster,Maryland,MD,,,https://www.cwcare.net/providers/emilynne-buchanan/,,,United States
Jessica Ton,,Annapolis,Maryland,MD,,,https://www.luminishealth.org/en/find-a-provider/jessica-ton?language_content_entity=en,,,United States
Lilja Stefansson,,Fulton,Maryland,MD,,,https://cwchowardcounty.com/lilja-stefansson,,,United States
George A. Resta Iii,,Rockville & Silver Spring,Maryland,MD,,,https://www.cwcare.net/providers/george-a-resta-iii/,Patient submitted,,United States
Monique Williams,,Salisbury,Maryland,MD,,,https://www.tidalhealth.org/doctor/monique-williams,Patient submitted,,United States
Dale Weldon,,Boston,Massachusetts,MA,,,https://bfobgyn.com/providers/dale-weldon/,Patient submitted,,United States
Elizabeth Gagliardi,,Boston,Massachusetts,MA,,,https://findadoc.bidmc.org/details/475/elizabeth-gagliardi-obstetrics__gynecology-boston-lexington,,,United States
Maia Sharuk,,Boston,Massachusetts,MA,,,https://findadoc.bidmc.org/details/2174/maia-sharuk-obstetrics__gynecology-boston,Patient submitted,,United States
Amy Grove,,Boston,Massachusetts,MA,,,https://www.newh-obgyn.com/provider/amy-grove-md,,,United States
Louise Perkins King,,Boston,Massachusetts,MA,,,https://physiciandirectory.brighamandwomens.org/details/14177/louise-king-obstetrics_gynecology-boston-foxborough,,,United States
Emily L. Kellogg,,Boston,Massachusetts,MA,,,https://findadoc.bidmc.org/details/4691/emily-kellogg-obstetrics__gynecology-boston-roxbury?FreeText%3aProvider+name=kellogg,,,United States
Ryan A. Zoldowski,,Boston,Massachusetts,MA,,,https://findadoc.bidmc.org/details/6084,,,United States
Germaine Earle-cruickshanks,,Cambridge,Massachusetts,MA,,,https://findadoctor.mountauburnhospital.org/details/171029,Patient submitted,,United States
Zoe Mckee,,Cambridge,Massachusetts,MA,,,,,,United States
Catherine Beatty,,Cambridge,Massachusetts,MA,,,https://www.challiance.org/doctors/profile?n=1511,Patient submitted,LGBTQ+ friendly ,United States
Emily G. Strehle,,Concord,Massachusetts,MA,,,https://afaobgyn.com/dr-emily-g-strehle-do-facog/,,,United States
Erin A. Sienkiewicz,,Concord,Massachusetts,MA,,,https://afaobgyn.com/dr-erin-a-sienkiewicz-md/,,,United States
Dorothea Letner,,Concord,Massachusetts,MA,,,https://afaobgyn.com/dr-dorothea-letner/,,,United States
Erika Wallace,,Danvers,Massachusetts,MA,,,https://physicians.lahey.org/details/4663/erika-wallace-obstetrics__gynecology-danvers,,,United States
Annalise J. Boisvert,,Dartmouth,Massachusetts,MA,,,https://www.southcoast.org/southcoast-health-celebrates-pride-month-meet-dr-annalise-boisvert/,,Trans knowledgable & LGBTQ+ friendly,United States
Margaret Lee,,Fall River,Massachusetts,MA,,,https://www.southcoast.org/doctors/margaret-lee-md/,,,United States
Susanne Matias-gomes,,Fall River,Massachusetts,MA,,,https://www.southcoast.org/doctors/susanne-matias-gomes-do/,,,United States
Alyssa Kratochvil,,Fall River,Massachusetts,MA,,,https://www.southcoast.org/doctors/alyssa-kratochvil-do/,,,United States
Elaine Hulteng,,Franklin,Massachusetts,MA,,,https://www.milfordregional.org/find-a-doctor/find-a-provider-profile/hulteng-elaine/,,"LGBTQ+ friendly, does gender-affirming hysterectomies, accepts Medicaid",United States
Jonathan Grogins,,Gardner,Massachusetts,MA,,,https://www.heywood.org/providers/jonathan-grogins-md-facog,Patient submitted,,United States
Timothy J. Lepore,,Greenfield,Massachusetts,MA,,,https://www.baystatehealth.org/providers/timothy-j-lepore/,Patient submitted,,United States
Joshua M. Lupton,,Hyannis,Massachusetts,MA,,,https://physicians.capecodhealth.org/ma/hyannis/43-lewis-bay-road-lupton.html,Patient submitted ,,United States
Debra Cohn,,Medway,Massachusetts,MA,,,https://www.milfordregionalphysicians.org/doctors/cohn-debra-do,Patient submitted,,United States
Brian M. Clark,,Millbury,Massachusetts,MA,,,https://nermas.com/about-us/,,,United States
Gregory Angell,,New Bedford,Massachusetts,MA,,,https://www.hawthornmed.com/our-providers/angell/,Patient submitted,,United States
Karie L. Devries,,Newton,Massachusetts,MA,,,https://www.nwh.org/find-a-doctor/find-a-doctor-profile/karie-devries-l-md,Patient submitted ,,United States
Kristen Kelly,,Northampton,Massachusetts,MA,,,https://www.cooleydickinson.org/doctors-providers/kristen-kelly-md/,,,United States
Ruth Pryor,,Northampton,Massachusetts,MA,,,https://www.cooleydickinson.org/doctors-providers/ruth-pryor-md/,Patient submitted,,United States
Nandi Chihombori-quao,,Northampton,Massachusetts,MA,,,https://www.cooleydickinson.org/doctors-providers/nandi-chihombori-quao-md/,,,United States
Lauren Slater,,Pittsfield,Massachusetts,MA,,,,,,United States
Linsday Cobden,,Pittsfield,Massachusetts,MA,,,https://www.berkshirehealthsystems.org/provider/lindsay-e-cobden-md-obgyn,Patient submitted,,United States
Samantha Mcvay,,Plymouth,Massachusetts,MA,,,,,,United States
Ruth Levesque,,"Quincy, Weymouth And Pembroke",Massachusetts,MA,,,,,,United States
Kelly Mizraji,,Salem,Massachusetts,MA,,,https://salemdoctors.massgeneralbrigham.org/details/11244/kelly-mizraji-obstetrics_and_gynecology-swampscott,,Also performs gender affirming surgery,United States
Jordan P. Trubiano,,Shrewsbury,Massachusetts,MA,,,https://physicians.umassmemorial.org/details/5268/jordan-trubiano-gynecology-obstetrics_and_gynecology-worcester,Patient submitted,,United States
Mark J. Simonelli,,Southbridge,Massachusetts,MA,,,https://physicians.umassmemorial.org/details/5036/mark-simonelli-gynecology-obstetrics_and_gynecology-southbridge,Patient submitted ,,United States
Donald E. Kirton,,Springfield,Massachusetts,MA,,,https://www.ratemds.com/amp/doctor-ratings/3364076/dr-donald-kirton-springfield-ma.html/,Patient submitted,,United States
Theodoros Kapetanakis,,Waltham,Massachusetts,MA,,,https://findadoctor.mountauburnhospital.org/details/171127,Patient submitted,,United States
Kimberly Marakovits,,Ware,Massachusetts,MA,,,https://providers.baystatehealth.org/provider/Kimberly+A.+Marakovits/785796,Patient submitted,,United States
Katherine M. Callaghan,,Worcester,Massachusetts,MA,,,https://physicians.umassmemorial.org/details/2913/katherine-callaghan-gynecology-obstetrics_and_gynecology-westborough-worcester,Patient submitted ,,United States
Laura A. Ferraro,,Worcester,Massachusetts,MA,,,https://physicians.umassmemorial.org/details/4396/laura-ferraro-general_obstetrics__gynecology-worcester,Patient submitted,,United States
Deborah D. Kelly,,Dartmouth,Massachusetts,MA,,,https://www.hawthornmed.com/physician/deborah-kelly/,Patient submitted,,United States
Jeffrey D. Blake,,Gardner,Massachusetts,MA,,,https://www.heywood.org/providers/jeffrey-d-blake-md,Patient submitted ,,United States
Elizabeth Speed,,Mashpee,Massachusetts,MA,,,https://physicians.capecodhealth.org/ma/falmouth/133-falmouth-road-speed.html,Patient submitted,LGBTQ+ friendly ,United States
Melissa Baer,,Adrian,Michigan,MI,,,https://www.promedica.org/provider/melissa-baer-md-obstetrics?utm_source=bing&utm_medium=organic&utm_campaign=bingplaces,Patient submitted,,United States
Marija J. Grahovac,,Allen Park,Michigan,MI,,,https://providers.corewellhealth.org/provider/marija-j-grahovac/3186867,,,United States
Al V. Lore,,Allen Park,Michigan,MI,,,https://providers.corewellhealth.org/provider/al-v-lore/3188890,,,United States
Shira Fishbach,,Ann Arbor,Michigan,MI,,,https://www.michiganmedicine.org/profile/shira-fishbach-md,,LGBTQ+ friendly ,United States
Rieham Owda,,Ann Arbor,Michigan,MI,,,https://www.uofmhealth.org/profile/1629503537/rieham-owda-md,Patient submitted,,United States
Halley Crissman,,Ann Arbor,Michigan,MI,,,https://www.uofmhealth.org/profile/32943/halley-crissman-md-mph,Patient submitted,Trans friendly ,United States
Rosalyn E. Maben-feaster,,Ann Arbor,Michigan,MI,,,https://www.uofmhealth.org/profile/3868/rosalyn-elizabeth-maben-feaster-md,Patient submitted,"LGBTQ+ friendly, accepts Medicaid",United States
Katherine R. Zurales,,Ann Arbor,Michigan,MI,,,https://www.uofmhealth.org/profile/1992365159/katherine-rose-zurales-md,Patient submitted ,,United States
Hsin Lee,,Ann Arbor,Michigan,MI,,,https://www.umwomenshealth.org/profile/1477048270/hsin-lee-md,Patient submitted,LGBTQ+ friendly ,United States
Erika Mowers,,Ann Arbor,Michigan,MI,,,https://www.trinityhealthmichigan.org/provider/erika-mowers-md-obstetrics-and-gynecology,Patient submitted ,,United States
Vanessa Rondinelli,,Bay City,Michigan,MI,,,https://greatlakesbayhealthcenters.org/womens-care-bay-city/,,,United States
Erica Brockberg,,Birmingham,Michigan,MI,,,https://myobgyn.biz/meet-our-practice,,,United States
Edward Merkel,,Canton,Michigan,MI,,,https://ihacares.com/providers/mi/canton/edward-merkel-md,Patient submitted ,,United States
Samuel K. Yost,,Canton,Michigan,MI,,,https://doctors.beaumont.org/provider/samuel-k-yost/2483899?utm_source=GoogleBusiness&utm_content=Homepage,Patient submitted,,United States
Stephan Olson,,Chesterfield,Michigan,MI,,,https://www.mclaren.org/main/physician-directory/olson-stephen-1788,Patient submitted ,,United States
Lindsay M. Beros,,Chesterfield,Michigan,MI,,,https://www.henryford.com/physician-directory/b/beros-lindsay?utm_campaign=website-link&utm_medium=organic&utm_source=local-listing,,,United States
Taylor Weidman,,Clinton Township,Michigan,MI,,,,Patient submitted ,,United States
Lauren Mellor,,Clinton Township,Michigan,MI,,,https://comprehensivewomanscare.com/providers/lauren-mellor-do,Patient submitted,,United States
Yuliya Malayev,,Commerce,Michigan,MI,,,https://www.metroobgyn.com/doctor/yuliya-malayev-do/,,,United States
Muriel J Espy,,Dearborn,Michigan,MI,,,https://www.henryford.com/physician-directory/e/espy-muriel,Patient submitted,,United States
Thomas J. Klein,,Dearborn,Michigan,MI,,,https://doctors.beaumont.org/provider/Thomas+J+Klein/2296969,Patient submitted,,United States
Amy Marcotte,,Detroit,Michigan,MI,,,,,,United States
David Kmak,,Detroit,Michigan,MI,,,,Patient submitted ,,United States
Leanne Roberts,,Detroit,Michigan,MI,,,https://www.henryford.com/physician-directory/r/roberts-leanne,,"LGBTQ+ friendly, takes Medicaid",United States
Taylor Stanton,,Detroit,Michigan,MI,,,https://www.henryford.com/physician-directory/s/stanton-taylor,,,United States
Lauren Mellor,,Detroit,Michigan,MI,,,https://comprehensivewomanscare.com/providers/lauren-mellor-do,Patient submitted,,United States
George Contos,,Detroit,Michigan,MI,,,https://www.rimrehab.org/find-a-doctor/detail/george-contos-1376075770,,,United States
Ania Berry,,East Lansing,Michigan,MI,,,https://www.sparrow.org/physician/andria-n-berry,,,United States
Nicole Mcgraw,,East Lansing,Michigan,MI,,,https://www.sparrow.org/physician/nicole-l-mcgraw,,,United States
Anea Eisenberg,,Farmington Hills,Michigan,MI,,,https://michiganwomensobgyn.com/,,,United States
Neil Brickman,,Farmington Hills / Troy,Michigan,MI,,,http://michiganwomensobgyn.com/,,,United States
Jehanna Erho,,Fremont,Michigan,MI,,,https://findadoctor.spectrumhealth.org/physician/profile/6300,,,United States
Lindsay Schmiedeknecht,,Fremont,Michigan,MI,,,https://findadoctor.spectrumhealth.org/physician/profile/4213,,,United States
Melissa Bayne,,Fremont,Michigan,MI,,,https://findadoctor.spectrumhealth.org/physician/profile/195,,,United States
Martin Lapa,,Grand Blanc,Michigan,MI,,,https://healthcare.ascension.org/doctors/1639184070/martin-william-lapa-grand-blanc-mi,Patient submitted,,United States
Alisa Wolner,,Grand Blanc,Michigan,MI,,,http://womensspecialtyassociatespc.com/wolner.html,Patient submitted ,,United States
Derek Beyer,,Grand Rapids,Michigan,MI,,,https://www.granditasca.org/providers/BeyerDerek-1265492912,Patient submitted,,United States
Rebecca Vanvalkenburg,,Grand Rapids,Michigan,MI,,,https://findadoctor.spectrumhealth.org/physician/profile/3116,,,United States
Sara Denolf,,Grand Rapids,Michigan,MI,,,https://findadoctor.spectrumhealth.org/physician/profile/691,,,United States
Steven Iown,,Grand Rapids,Michigan,MI,,,,Patient submitted ,,United States
Tami Michele,,Grand Rapids,Michigan,MI,,,,,,United States
Katherine Hansul,,Grand Rapids,Michigan,MI,,,https://uofmhealthwest.org/doctors/katherine-hansul/,Patient submitted,,United States
Susan Vandenbosch,,Grand Rapids,Michigan,MI,,,https://uofmhealthwest.org/doctors/susan-vandenbosch/,Patient submitted,,United States
Suzanne West,,Grand Rapids,Michigan,MI,,,https://findadoctor.spectrumhealth.org/physician/profile/3252,Patient submitted,,United States
Emily R. Malling,,Grand Rapids,Michigan,MI,,,https://providers.corewellhealth.org/provider/emily-r-malling/2780791,Patient submitted,LGBTQ+ friendly ,United States
Ruth Bruce,,"Greenville, Big Rapids, Ionia",Michigan,MI,,,https://findadoctor.spectrumhealth.org/physician/profile/4416,Patient submitted,,United States
Michael Mahoney,,Grosse Pointe,Michigan,MI,,,https://eastsidegynob.com/providers/michael-mahoney-md,Patient submitted ,,United States
Kelin Prokurat,,Hamtramck,Michigan,MI,,,,Patient submitted ,,United States
Kami Palmer,,Holland,Michigan,MI,,,https://www.hollandhospital.org/find-a-doctor/kami-palmer-md,Patient submitted ,LGBTQ+ friendly ,United States
Danielle M. Zageris,,Holland,Michigan,MI,,,https://providers.corewellhealth.org/provider/danielle-m-zageris/2778902,,,United States
Albert D. Penney,,Ironwood,Michigan,MI,,,https://www.aspirus.org/find-a-provider/a-david-penney-md-2471,Patient submitted,,United States
Amber Nash-guilford,,Kalamazoo,Michigan,MI,,,,Patient submitted ,,United States
Siân West,,Kalamazoo,Michigan,MI,,,,,,United States
Wendy Bauer,,Kalamazoo,Michigan,MI,,,https://www.bronsonhealth.com/doctors/wendy-bauer/,,,United States
Zylkia M. Roiguez,,Kalamazoo,Michigan,MI,,,https://www.bronsonhealth.com/doctors/zylkia-rodriguez/,Patient submitted ,,United States
Tempest A. Allen,,Kalamazoo,Michigan,MI,,,https://www.bronsonhealth.com/doctors/tempest-allen/,Patient submitted,,United States
Ginger Conner,,"Lake Orion, Clarkston",Michigan,MI,,,https://doctors.beaumont.org/provider/Ginger+I+Connor/224234,Patient submitted ,,United States
Renee Stevens,,Lansing,Michigan,MI,,,https://www.alliance-obgyn.com/renee-stevens/,,,United States
Ginger Connor,,Lark Orion & Clarkston,Michigan,MI,,,https://www.womensexcellence.com/providers/dr-ginger-connor/,,,United States
Aldo Nunez,,Livonia,Michigan,MI,,,https://dmcmedicalgroup.com/providers/aldo-nunez/,Patient submitted,,United States
Morgan Fujimori,,Livonia,Michigan,MI,,,https://www.trinityhealthmichigan.org/provider/morgan-fujimori-do-obstetrics-and-gynecology,Patient submitted ,,United States
Nicole Dolan,,Macomb,Michigan,MI,,,https://www.henryford.com/physician-directory/d/dolan-nicole,Patient submitted,,United States
